City_ID,City,Country,Lat,Long,Max temp,Humidity,Cloudness,Wind S,Current Description
700,Ust-Kulom,RU,61.6864,53.6902,33.24,98,100,8.1,overcast clouds
701,Gdov,RU,58.7406,27.8122,45.82,89,100,13.62,moderate rain
702,Wawina,HN,15.4167,-84.4333,84.94,65,92,4.81,overcast clouds
703,Bodden Town,KY,19.2833,-81.25,88.0,73,40,5.01,scattered clouds
704,Portsmouth,GB,50.799,-1.0913,62.96,75,83,5.99,broken clouds
705,Oussouye,SN,12.485,-16.5469,93.38,60,81,10.2,broken clouds
706,Mwadui,TZ,-3.55,33.6,85.57,29,60,13.04,broken clouds
707,Huimanguillo,MX,17.85,-93.3833,84.7,80,70,5.75,broken clouds
708,Lauro Muller,BR,-28.3928,-49.3967,81.79,34,98,4.43,overcast clouds
709,Springdale,US,36.1867,-94.1288,65.93,86,90,5.99,overcast clouds
710,Teya,RU,60.3778,92.6267,22.39,81,99,14.25,overcast clouds
711,Ambunti,PG,-4.2365,142.8448,75.97,90,100,1.97,overcast clouds
712,Pafos,CY,34.7667,32.4167,75.11,64,20,10.36,few clouds
713,Faanui,PF,-16.4833,-151.75,78.91,79,77,5.61,light rain
714,La Macarena,CO,2.1837,-73.7849,71.71,99,100,1.43,overcast clouds
715,Verkhoyansk,RU,67.5447,133.385,10.96,96,100,2.28,overcast clouds
